Archive_Date,Group_ID,waiting_0_3,waiting_12_15,waiting_15_18,waiting_18plus,waiting_3_6,waiting_6_9,waiting_9_12,spec_1,spec_10,spec_11,spec_12,spec_13,spec_14,spec_15,spec_16,spec_17,spec_18,spec_19,spec_2,spec_20,spec_21,spec_22,spec_23,spec_24,spec_25,spec_26,spec_27,spec_28,spec_29,spec_3,spec_30,spec_31,spec_32,spec_33,spec_34,spec_35,spec_36,spec_37,spec_38,spec_39,spec_4,spec_40,spec_41,spec_42,spec_43,spec_44,spec_45,spec_46,spec_47,spec_48,spec_49,spec_5,spec_50,spec_51,spec_52,spec_53,spec_54,spec_55,spec_56,spec_57,spec_58,spec_59,spec_6,spec_60,spec_61,spec_62,spec_63,spec_64,spec_65,spec_66,spec_67,spec_68,spec_69,spec_7,spec_70,spec_71,spec_72,spec_73,spec_74,spec_75,spec_76,spec_77,spec_8,spec_9
2015-05,group_4,0.26048434731246306,0.10632014176018902,0.06024808033077377,0.037212049616066153,0.21677495569994093,0.1748375664500886,0.14412285883047843,0,4,0,11,53,0,14,38,0,53,31,3,65,192,25,136,30,0,0,0,4,0,0,6,0,11,24,0,2,0,12,141,0,21,164,3,134,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,22,59,0,0,66,8,1,3,2,0,47,44,23,0,0,96,47,0,4,0
2015-05,group_5,0.2338935574229692,0.1134453781512605,0.08263305322128851,0.04971988795518207,0.2030812324929972,0.16876750700280113,0.1484593837535014,0,0,0,0,87,0,0,37,0,51,0,5,38,170,22,110,26,0,0,0,6,7,6,0,0,18,57,39,1,0,5,45,0,0,101,15,152,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,61,5,0,0,0,0,55,27,12,0,2,107,35,0,0,27
2015-05,group_6,0.2222222222222222,0.1096361848574238,0.09882005899705015,0.08210422812192723,0.18682399213372664,0.16371681415929204,0.13667649950835792,0,4,6,0,102,0,0,60,0,18,0,37,134,223,20,146,35,0,0,17,2,25,0,0,0,59,65,0,4,0,13,81,53,12,190,0,170,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,40,37,0,1,80,0,0,2,0,0,26,46,15,0,0,174,55,0,0,19
2015-05,group_7,0.2616279069767442,0.10416666666666667,0.07848837209302326,0.06298449612403101,0.20155038759689922,0.16569767441860464,0.125484496124031,0,0,0,0,62,0,24,48,0,75,57,0,89,250,20,99,23,37,0,0,8,9,35,0,0,22,56,29,3,0,13,114,0,18,157,0,130,2,4,0,0,0,0,0,75,0,0,0,0,0,14,2,0,3,0,0,0,35,75,0,0,93,0,0,0,4,0,66,58,28,0,0,129,98,0,0,0
2015-05,group_8,0.28708133971291866,0.09569377990430622,0.06220095693779904,0.03827751196172249,0.22009569377990432,0.1674641148325359,0.1291866028708134,0,0,0,3,21,0,0,0,0,19,3,24,58,111,17,72,7,0,0,0,0,33,0,0,0,12,16,0,0,0,3,36,0,0,35,2,99,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,14,0,0,0,0,0,3,62,2,0,0,93,43,0,0,0
2015-06,group_2,0.24695652173913044,0.10956521739130434,0.08,0.029565217391304348,0.22086956521739132,0.17391304347826086,0.1391304347826087,0,0,0,22,25,0,2,7,0,0,0,0,15,31,0,2,4,0,0,4,9,10,0,5,6,6,21,5,0,0,0,37,0,8,55,0,46,31,5,14,8,0,7,1,13,0,0,0,0,0,0,0,0,7,5,0,0,30,0,0,0,36,0,0,0,0,10,31,18,13,0,0,23,0,0,3,0
2015-06,group_3,0.24415116976604678,0.1247750449910018,0.08758248350329934,0.026994601079784044,0.20095980803839233,0.17516496700659867,0.14037192561487702,0,14,0,3,55,7,21,34,0,49,0,29,84,217,19,74,50,0,0,16,1,41,0,0,0,26,27,0,0,0,12,51,0,19,139,0,119,9,3,14,0,0,0,0,63,10,0,12,24,0,3,0,0,15,6,17,0,23,29,3,0,42,6,2,2,4,0,32,47,19,0,0,93,67,0,7,8
2015-06,group_4,0.2706367924528302,0.10436320754716981,0.07075471698113207,0.010023584905660377,0.22523584905660377,0.1786556603773585,0.1403301886792453,0,4,0,14,51,0,13,39,0,53,26,2,66,201,23,140,32,0,0,0,6,0,0,7,0,14,26,0,3,0,11,135,0,21,161,7,132,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,22,59,0,0,56,10,2,2,2,0,51,45,20,0,0,96,50,0,5,0
2015-06,group_5,0.24339360222531292,0.12447844228094576,0.09318497913769123,0.021557719054242003,0.1995827538247566,0.1717663421418637,0.14603616133518776,0,0,0,0,84,0,0,38,0,55,0,5,34,174,25,107,29,0,0,0,6,15,7,0,0,17,56,35,1,0,5,47,0,0,98,15,150,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,22,29,0,0,59,5,0,0,0,0,58,27,15,0,3,101,32,0,0,27
2015-06,group_6,0.22609561752988047,0.11603585657370517,0.09661354581673307,0.06374501992031872,0.1857569721115538,0.1688247011952191,0.14292828685258965,0,4,4,0,99,0,0,60,0,22,0,37,131,230,23,145,31,0,0,14,2,21,0,0,0,56,68,0,9,0,10,78,46,13,183,0,166,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,41,37,0,1,78,0,0,2,0,0,27,46,11,0,0,177,54,0,0,18
2015-06,group_7,0.2706538266599088,0.10136847440446022,0.08464267612772428,0.020780537252914344,0.21743537759756715,0.16979219462747086,0.1353269133299544,0,0,0,0,56,0,26,50,0,75,53,0,80,243,19,95,21,38,0,0,7,11,36,0,0,24,48,29,1,0,14,101,0,15,151,0,119,2,4,0,0,0,0,0,75,0,0,0,0,0,13,3,0,2,0,0,0,32,68,0,0,90,0,0,0,4,0,61,55,37,0,0,122,93,0,0,0
2015-06,group_8,0.28722157092614303,0.10199296600234467,0.07033997655334115,0.0246189917936694,0.22157092614302462,0.16412661195779601,0.13012895662368112,0,0,0,3,23,0,0,0,0,24,0,28,61,112,15,74,8,0,0,0,0,34,0,0,0,12,16,0,0,0,3,37,0,0,37,3,99,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,0,12,0,0,0,0,0,2,58,7,0,0,90,42,0,0,0
2015-07,group_2,0.2551440329218107,0.1056241426611797,0.08093278463648834,0.0411522633744856,0.21810699588477367,0.16872427983539096,0.13031550068587106,0,6,0,25,27,7,2,6,0,0,0,0,14,31,0,3,3,0,0,21,8,7,0,5,6,7,23,4,0,0,0,42,0,6,57,0,50,43,9,26,6,0,6,1,14,7,0,12,23,0,3,0,0,21,13,0,0,45,0,0,0,37,0,0,0,0,7,31,18,18,0,0,26,0,0,3,0
2015-07,group_3,0.22770398481973433,0.12080961416824794,0.09044908285895004,0.053763440860215055,0.19481340923466162,0.16635041113219481,0.1461100569259962,0,13,0,0,56,0,24,34,0,51,0,30,85,218,16,77,49,0,0,0,2,47,0,0,0,25,33,0,0,0,13,49,0,19,141,0,124,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,18,0,11,32,3,0,42,7,0,2,2,0,36,47,21,0,0,101,72,0,8,8
2015-07,group_4,0.2600349040139616,0.10471204188481675,0.06748109365910412,0.035485747527632346,0.21582315299592786,0.17801047120418848,0.13845258871436883,0,0,0,10,52,0,10,41,0,54,30,3,66,195,27,134,32,0,0,0,7,0,0,6,0,13,27,0,4,0,11,144,0,24,168,4,133,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,19,61,0,0,60,13,2,2,2,0,48,44,17,0,0,99,55,0,7,0
2015-07,group_5,0.23549257759784076,0.12348178137651822,0.09784075573549257,0.03913630229419703,0.19365721997300944,0.1680161943319838,0.14237516869095818,0,0,0,0,82,0,0,48,0,55,0,6,46,171,24,109,31,0,0,0,5,16,6,0,0,15,59,39,1,0,7,45,0,0,103,15,151,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0,0,60,6,0,0,0,0,60,29,18,0,2,103,35,0,0,28
2015-07,group_6,0.2174549000487567,0.11945392491467577,0.09507557289127255,0.07752315943442223,0.18576304241833252,0.16382252559726962,0.1409068746952706,0,3,5,0,103,0,0,62,0,29,0,37,133,234,24,151,28,0,0,15,2,23,0,0,0,60,70,0,8,0,11,77,50,14,186,0,168,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,38,36,0,1,77,0,0,2,0,0,28,47,10,0,0,180,55,0,0,18
2015-07,group_7,0.25687203791469193,0.1052132701421801,0.08199052132701422,0.05545023696682464,0.2009478672985782,0.16303317535545023,0.13649289099526066,0,0,0,0,65,0,24,46,0,82,57,0,92,259,22,98,24,41,0,0,10,11,39,0,0,24,52,28,2,0,16,113,0,17,160,0,133,2,4,0,0,0,0,0,75,0,0,0,0,0,14,3,0,2,0,0,0,34,70,0,0,93,0,0,0,5,0,66,62,31,0,0,133,101,0,0,0
2015-07,group_8,0.2870478413068845,0.09684947491248541,0.073512252042007,0.03150525087514586,0.2147024504084014,0.16219369894982497,0.13418903150525088,0,0,0,2,24,0,0,0,0,22,4,28,59,112,15,75,9,0,0,0,0,36,0,0,0,11,16,0,0,0,3,38,0,0,34,4,97,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,0,16,0,0,0,0,0,2,60,6,0,0,89,38,0,0,0
2015-08,group_2,0.24761904761904763,0.10068027210884353,0.07891156462585033,0.050340136054421766,0.21904761904761905,0.17687074829931973,0.12653061224489795,0,5,0,27,30,8,2,8,0,0,0,0,16,31,0,4,3,0,0,19,7,6,0,7,7,7,20,3,0,0,0,44,0,7,62,0,49,41,10,27,9,0,6,0,14,8,0,11,23,0,4,0,0,18,11,0,0,46,0,0,0,34,0,0,0,0,6,33,18,14,0,0,26,0,0,4,0
2015-08,group_3,0.22311995027967682,0.11373523927905531,0.09384711000621504,0.06339341205717837,0.19080174021131138,0.1678060907395898,0.14729645742697328,0,13,0,0,58,0,22,32,0,52,0,31,84,220,17,79,51,0,0,0,2,47,0,0,0,27,28,0,0,0,12,51,0,18,146,7,129,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,17,0,13,33,4,0,41,7,1,2,1,0,34,50,20,0,0,102,75,0,9,7
2015-08,group_4,0.257323377369328,0.10511200459506032,0.07581849511774842,0.037334865020103386,0.21194715680643308,0.17288914417001724,0.13957495692130958,0,1,0,8,52,0,12,40,0,52,30,3,74,204,25,139,32,0,0,0,4,0,0,6,0,14,25,0,4,0,12,138,0,26,174,5,130,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,21,57,0,0,64,12,3,2,2,0,49,49,17,0,0,98,56,0,7,0
2015-08,group_5,0.22940013183915622,0.12524719841793014,0.0936058009228741,0.053394858272907054,0.1970995385629532,0.16413974950560317,0.13711272247857614,0,0,0,0,81,0,0,57,0,55,0,10,41,169,23,120,30,0,0,0,5,16,6,0,0,15,57,40,1,0,8,40,0,0,106,21,158,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,21,31,0,0,63,5,7,0,0,0,61,29,13,0,3,108,33,0,0,29
2015-08,group_6,0.2125418860698899,0.12063188128291048,0.09430349449497367,0.0823360459550024,0.18860698898994735,0.16227860220201054,0.1393011010052657,0,2,7,0,104,0,0,61,0,25,0,37,134,224,23,151,29,0,0,15,3,20,0,0,0,59,71,0,6,0,15,78,53,13,182,0,172,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,38,36,0,3,81,0,0,3,0,0,26,48,21,0,0,203,60,0,0,18
2015-08,group_7,0.2551691729323308,0.09915413533834587,0.08646616541353383,0.0643796992481203,0.19924812030075187,0.1611842105263158,0.13439849624060152,0,0,0,0,67,0,27,46,0,84,62,0,87,252,22,89,22,37,0,0,9,18,37,0,0,23,53,27,1,0,16,118,0,21,161,0,140,3,6,0,0,0,0,0,75,0,0,0,0,0,18,2,0,3,0,0,0,35,74,0,0,95,0,0,0,5,0,67,60,32,0,0,132,102,0,0,0
2015-08,group_8,0.28205128205128205,0.09906759906759907,0.06993006993006994,0.03496503496503497,0.2202797202797203,0.16200466200466201,0.1317016317016317,0,0,0,2,24,0,0,0,0,23,4,25,58,112,15,78,9,0,0,0,0,35,0,0,0,11,16,0,0,0,3,38,0,0,36,3,99,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,15,0,0,0,0,0,2,61,5,0,0,88,38,0,0,0
2015-09,group_2,0.24146981627296588,0.1010498687664042,0.07742782152230972,0.05643044619422572,0.22178477690288714,0.1679790026246719,0.13385826771653545,0,8,0,32,30,7,3,8,0,0,0,0,17,33,0,3,3,0,0,18,6,9,0,9,8,10,18,2,0,0,0,44,0,9,60,0,50,42,11,31,11,0,10,0,14,8,0,10,26,0,3,0,0,17,11,0,0,42,0,0,0,39,0,0,0,0,5,34,19,11,0,0,28,0,0,3,0
2015-09,group_3,0.2296954314720812,0.1116751269035533,0.09073604060913705,0.0583756345177665,0.19543147208121828,0.1700507614213198,0.14403553299492386,0,13,0,3,59,0,23,34,0,50,0,31,85,211,16,77,52,0,0,0,2,48,0,0,0,28,28,0,0,0,9,44,0,18,149,6,121,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,17,0,12,28,4,0,41,5,0,3,3,0,34,48,14,0,0,106,74,0,8,6
2015-09,group_4,0.2552947910704064,0.09845449341728678,0.07040641099026904,0.04293073840870063,0.2180881511161992,0.17458500286204923,0.14024041213508873,0,2,0,11,52,0,11,41,0,49,31,7,64,202,25,140,31,0,0,0,5,0,0,7,0,15,27,0,3,0,16,135,0,26,183,8,135,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,21,60,1,0,63,8,2,2,2,0,46,46,24,0,0,97,53,0,8,0
2015-09,group_5,0.23408488063660476,0.11472148541114058,0.09681697612732096,0.0616710875331565,0.1942970822281167,0.15981432360742706,0.13859416445623343,0,0,0,0,82,0,0,50,0,61,0,9,39,176,12,122,40,0,0,0,4,15,5,0,0,17,58,39,0,0,4,39,0,0,108,12,155,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,22,32,0,0,63,5,6,0,0,0,62,29,18,0,4,101,31,0,0,32
2015-09,group_6,0.2138030888030888,0.1167953667953668,0.10038610038610038,0.08397683397683398,0.18243243243243243,0.1616795366795367,0.14092664092664092,0,2,6,0,110,0,0,62,0,28,0,36,132,219,21,149,29,0,0,14,2,21,0,0,0,57,72,0,11,0,9,72,49,13,182,0,172,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,3,83,0,0,3,0,0,28,46,8,0,0,207,59,0,0,19
2015-09,group_7,0.24857414448669202,0.09885931558935361,0.08317490494296578,0.07034220532319392,0.20532319391634982,0.1634980988593156,0.13022813688212928,0,0,0,0,62,0,27,45,0,84,60,0,87,252,23,96,17,34,0,0,6,11,34,0,0,26,58,25,1,0,12,118,0,21,162,0,139,3,6,0,0,0,0,0,75,0,0,0,0,0,17,2,0,3,0,0,0,32,73,0,0,101,0,0,0,4,0,65,56,27,0,0,135,105,0,0,0
2015-09,group_8,0.27717391304347827,0.09347826086956522,0.075,0.04891304347826087,0.20869565217391303,0.16304347826086957,0.13369565217391305,0,0,0,0,20,0,0,9,0,39,8,20,64,118,15,78,5,0,0,0,0,42,0,0,0,4,18,0,0,0,4,40,0,0,35,6,103,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,0,13,0,0,0,0,0,12,62,11,0,0,82,40,0,0,0
2015-10,group_2,0.2423469387755102,0.09821428571428571,0.07397959183673469,0.05994897959183673,0.2181122448979592,0.16709183673469388,0.14030612244897958,0,7,0,36,31,8,2,7,0,0,0,0,18,34,0,4,3,0,0,18,6,6,0,8,6,12,21,4,0,0,0,44,0,9,65,6,52,44,11,28,8,0,12,1,14,8,0,10,25,0,3,0,0,21,12,0,0,43,0,0,0,40,0,0,0,0,6,34,19,11,0,0,24,0,0,3,0
2015-10,group_3,0.2337992376111817,0.11944091486658195,0.08576874205844981,0.053367217280813214,0.19440914866581957,0.17090216010165185,0.1423125794155019,0,13,0,3,56,0,24,34,0,55,0,31,80,215,15,74,49,0,0,0,3,47,0,0,0,31,34,0,0,0,9,44,0,18,144,11,122,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,18,0,13,27,3,0,38,4,0,2,3,0,39,50,13,0,0,103,69,0,8,7
2015-10,group_4,0.25678733031674206,0.10067873303167421,0.06900452488687783,0.04524886877828054,0.2171945701357466,0.16911764705882354,0.1419683257918552,0,1,0,9,52,0,12,42,0,55,31,8,68,214,27,141,33,0,0,0,6,0,0,5,0,13,26,0,3,0,8,143,0,25,182,7,121,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,22,62,0,0,63,10,3,2,3,0,46,48,18,0,0,102,58,0,8,0
2015-10,group_5,0.23714094856379425,0.11623246492985972,0.09084836339345358,0.06680026720106881,0.18570474281897129,0.15965263861055445,0.14362057448229792,0,0,0,0,83,0,0,51,0,60,0,8,38,173,15,118,38,0,0,0,3,15,3,0,0,20,56,39,0,0,5,43,0,0,109,4,157,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,21,32,0,0,65,5,0,0,0,0,60,29,19,0,3,101,32,0,0,30
2015-10,group_6,0.21418303785337806,0.122184954480115,0.09295639674173455,0.08097747963584093,0.18735026353617634,0.16243411595591759,0.13991375179683757,0,2,7,0,103,0,0,65,0,28,0,36,136,227,20,152,28,0,0,16,3,21,0,0,0,56,68,0,11,0,11,75,50,17,184,0,168,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,36,39,0,3,84,0,0,4,0,0,32,46,12,0,0,203,56,0,0,20
2015-10,group_7,0.25060240963855424,0.09927710843373494,0.08240963855421687,0.07228915662650602,0.20096385542168674,0.1580722891566265,0.1363855421686747,0,0,0,0,66,0,27,44,0,82,61,0,94,246,20,96,19,32,0,0,6,12,35,0,0,23,54,25,1,0,10,114,0,20,156,0,141,2,5,0,0,0,0,0,78,0,0,0,0,0,20,2,0,2,0,0,0,33,73,0,0,101,0,0,0,5,0,64,57,18,0,0,134,97,0,0,0
2015-10,group_8,0.2552966101694915,0.09639830508474577,0.07733050847457627,0.05508474576271186,0.21822033898305085,0.1641949152542373,0.13347457627118645,0,0,0,0,21,0,0,10,0,39,0,22,62,119,15,78,11,0,0,0,0,41,0,0,0,7,18,0,0,0,7,41,0,0,35,9,106,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,28,23,0,0,14,0,0,0,0,0,14,64,9,0,0,83,42,0,0,0
2015-11,group_2,0.24748743718592964,0.10301507537688442,0.06155778894472362,0.05402010050251256,0.21482412060301506,0.17964824120603015,0.13944723618090452,0,7,0,32,32,9,1,8,0,0,0,2,19,33,0,3,2,0,0,20,7,7,0,9,7,13,19,3,0,0,0,49,0,10,65,0,49,42,13,27,7,0,13,1,14,10,0,9,23,0,3,0,0,21,14,0,0,49,0,0,0,41,0,2,0,0,5,33,18,18,0,0,22,0,0,5,0
2015-11,group_3,0.24564796905222436,0.11605415860735009,0.07285622179239201,0.0548033526756931,0.19342359767891681,0.17537072856221791,0.14184397163120568,0,11,0,0,58,0,23,35,0,55,0,31,77,209,15,73,49,0,0,0,1,44,0,0,0,33,32,0,0,0,6,38,0,16,143,9,122,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,16,0,13,32,3,0,42,4,0,2,3,0,40,51,15,0,0,105,68,0,10,6
2015-11,group_4,0.2727787209960385,0.1041312959818902,0.0622524052065648,0.04357668364459536,0.20430107526881722,0.16921335597057158,0.14374646293152235,0,2,0,11,53,0,13,40,0,54,30,8,79,209,27,142,33,0,0,0,6,0,0,4,0,14,28,0,1,0,10,138,0,21,170,6,128,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,22,63,1,0,66,9,4,2,2,0,45,49,28,0,0,100,56,0,8,0
2015-11,group_5,0.24285714285714285,0.11836734693877551,0.08231292517006802,0.061224489795918366,0.1945578231292517,0.15918367346938775,0.1414965986394558,0,0,0,0,80,0,0,53,0,53,0,9,43,172,14,124,36,0,0,0,2,16,4,0,0,22,55,35,0,0,4,41,0,0,106,5,155,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,20,33,0,0,63,6,0,0,0,0,58,29,11,0,3,104,33,0,0,24
2015-11,group_6,0.22123015873015872,0.12003968253968254,0.08432539682539683,0.07390873015873016,0.1865079365079365,0.17261904761904762,0.14136904761904762,0,3,6,0,96,0,0,56,0,26,0,37,123,207,15,156,25,0,0,16,3,24,0,0,0,54,69,0,11,0,10,71,50,17,181,0,165,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,34,39,0,3,86,0,0,4,0,0,31,46,15,0,0,191,61,0,0,18
2015-11,group_7,0.2576271186440678,0.10072639225181598,0.07070217917675545,0.0648910411622276,0.20532687651331719,0.16561743341404359,0.1351089588377724,0,0,0,0,60,0,28,43,0,86,61,0,92,248,21,103,20,31,0,0,3,16,36,0,0,20,55,28,1,0,10,116,0,18,151,0,140,3,5,0,0,0,0,0,71,0,0,0,0,0,19,2,0,1,0,0,0,33,74,0,0,99,0,0,0,6,0,62,56,20,0,0,133,94,0,0,0
2015-11,group_8,0.2598509052183174,0.0979765708200213,0.06389776357827476,0.059637912673056445,0.2161874334398296,0.16719914802981894,0.13525026624068157,0,0,0,2,21,0,0,11,0,41,0,20,64,111,16,78,11,0,0,0,0,41,0,0,0,8,18,0,0,0,7,42,0,0,35,8,105,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27,21,0,0,15,0,0,0,0,0,12,63,10,0,0,79,46,0,0,0
2015-12,group_2,0.2597402597402597,0.11688311688311688,0.032467532467532464,0.02207792207792208,0.22337662337662337,0.19220779220779222,0.15324675324675324,0,7,0,31,28,10,1,7,0,0,0,2,17,29,0,4,1,0,0,20,6,7,0,8,10,11,17,4,0,0,0,47,0,11,57,0,44,37,12,30,10,0,11,0,14,12,0,9,25,0,2,0,0,21,15,0,0,49,0,0,0,41,0,2,0,0,7,31,19,17,0,0,22,0,0,5,0
2015-12,group_3,0.2596952908587258,0.12326869806094183,0.03393351800554017,0.024930747922437674,0.2098337950138504,0.18698060941828254,0.16135734072022162,0,13,0,0,54,5,20,34,0,45,0,23,70,188,15,69,51,0,0,0,3,34,0,0,0,32,31,0,0,0,7,41,0,18,135,7,112,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,13,0,12,34,2,0,34,7,0,2,4,0,35,51,14,0,0,91,61,0,10,8
2015-12,group_4,0.29470404984423676,0.11214953271028037,0.013084112149532711,0.005607476635514018,0.22554517133956387,0.19190031152647974,0.15700934579439252,0,2,0,11,45,0,12,42,0,55,23,5,70,195,28,136,32,0,0,0,6,0,0,5,0,16,25,0,1,0,9,117,0,19,155,4,113,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,20,55,0,0,56,11,4,2,3,0,46,42,20,0,0,79,51,0,8,0
2015-12,group_5,0.25851851851851854,0.12444444444444444,0.04518518518518518,0.04,0.2088888888888889,0.17037037037037037,0.15259259259259259,0,0,0,0,74,0,0,52,0,51,0,12,36,156,15,114,35,0,0,0,3,12,2,0,0,20,55,35,0,0,4,44,0,0,96,5,125,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,58,6,0,0,0,0,51,29,12,0,2,99,27,0,0,24
2015-12,group_6,0.23253388946819603,0.1251303441084463,0.06569343065693431,0.053701772679874867,0.19708029197080293,0.18091762252346194,0.14494264859228362,0,3,4,0,92,0,0,61,0,26,0,34,119,201,14,141,27,0,0,13,4,17,0,0,0,45,69,0,10,0,11,67,43,14,181,0,164,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,37,33,0,3,80,0,0,5,0,0,28,43,11,0,0,171,62,0,0,19
2015-12,group_7,0.27981171548117156,0.11192468619246862,0.025627615062761507,0.027719665271966527,0.22384937238493724,0.18619246861924685,0.1448744769874477,0,0,0,0,63,0,28,39,0,89,53,0,77,232,22,94,20,29,0,0,5,16,33,0,0,22,46,25,2,0,9,97,0,18,135,0,122,2,5,0,0,0,0,0,69,0,0,0,0,0,15,3,0,2,0,0,0,32,70,0,0,99,0,0,0,5,0,63,49,20,0,0,119,83,0,0,0
2015-12,group_8,0.2841726618705036,0.11870503597122302,0.005995203836930456,0.005995203836930456,0.24580335731414868,0.19424460431654678,0.145083932853717,0,0,0,2,18,0,0,12,0,35,0,19,56,105,12,72,10,0,0,0,0,41,0,0,0,8,12,0,0,0,4,34,0,0,33,9,77,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,16,0,0,0,0,0,11,51,8,0,0,86,38,0,0,0
2016-01,group_2,0.2468354430379747,0.11645569620253164,0.05063291139240506,0.02278481012658228,0.22278481012658227,0.189873417721519,0.15063291139240506,0,7,0,32,24,8,3,6,0,0,0,2,19,33,0,5,3,0,0,16,7,8,0,7,6,13,15,5,0,0,0,50,0,8,64,0,49,36,12,29,10,0,12,3,12,9,0,10,24,0,3,0,2,22,18,0,0,50,0,0,0,41,0,2,0,0,8,35,20,15,0,0,22,0,0,5,0
2016-01,group_3,0.24704336399474375,0.11892247043363995,0.06636005256241786,0.03416557161629435,0.20039421813403416,0.17805519053876478,0.15505913272010513,0,12,0,1,57,6,20,35,0,47,0,26,80,203,15,71,49,0,0,0,2,37,0,0,0,33,34,0,0,0,7,36,0,17,151,8,123,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,12,0,11,36,4,0,40,6,4,2,4,0,34,51,8,0,0,97,67,0,10,7
2016-01,group_4,0.27715795654726955,0.11156782149148561,0.05989430416911333,0.021139166177334117,0.21315325895478568,0.17204932472108045,0.1450381679389313,0,2,0,10,53,0,8,41,0,57,32,6,71,193,28,141,32,0,0,0,8,0,0,5,0,12,27,0,1,0,8,138,0,21,159,3,123,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,19,62,1,0,64,13,4,2,2,0,49,45,24,0,0,92,51,0,10,0
2016-01,group_5,0.2385195339273475,0.12542837559972583,0.0822481151473612,0.05277587388622344,0.19945167923235094,0.15832762165867031,0.14324880054832076,0,0,0,0,82,0,0,55,0,53,0,13,39,164,18,125,37,0,0,0,4,13,1,0,0,19,54,36,0,0,4,43,0,0,96,6,147,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,22,33,0,0,61,6,0,0,0,0,61,29,13,0,2,105,32,0,0,23
2016-01,group_6,0.2227747389358528,0.12083540527100944,0.08751864743908504,0.058677274987568376,0.19343610144206863,0.17503729487817007,0.14172053704624565,0,2,7,0,103,0,0,63,0,26,0,33,129,211,15,150,30,0,0,12,4,19,0,0,0,51,68,0,5,0,11,68,45,12,186,0,166,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,35,39,0,2,83,0,0,5,0,0,27,43,16,0,0,192,62,0,0,20
2016-01,group_7,0.263681592039801,0.10746268656716418,0.06766169154228856,0.02935323383084577,0.21343283582089553,0.18109452736318407,0.1373134328358209,0,0,0,0,69,0,28,40,0,91,55,0,80,243,20,97,22,28,0,0,6,13,33,0,0,21,49,25,1,0,12,103,0,22,143,0,135,3,5,0,0,0,0,0,74,0,0,0,0,0,15,3,0,2,0,0,0,33,72,0,0,100,0,0,0,5,0,64,50,29,0,0,128,91,0,0,0
